"time","g_gender","g_age","g_hours_per_week_websites","g_amount_online_shop","g_payment_types","g_customer_reviews","g_website_security","g_evaluation","g_design","g_privacy","g_read_privacy","g_read_terms","g_shop_unknown","g_aspects_to_know","1_continue_choc","1_design_stay_choc","1_information_stay_choc","1_logos_stay_choc","1_pictures_stay_choc","1_text_stay_choc","1_continue_soap","1_design_stay_soap","1_information_stay_soap","1_logos_stay_soap","1_pictures_stay_soap","1_text_stay_soap","1_prefer","2_influence_desc_choc","2_influence_rating_choc","2_influence_availability_choc","2_influence_review_choc","2_influence_design_choc","2_influence_desc_soap","2_influence_rating_soap","2_influence_availability_soap","2_influence_review_soap","2_influence_design_soap","2_prefer","3_save_choc","3_sec_amount_choc","3_sec_sensetivity_choc","3_sec_design_choc","3_sec_payment_choc","3_sec_thirdparty_choc","3_save_soap","3_sec_amount_soap","3_sec_sensetivity_soap","3_sec_design_soap","3_sec_payment_soap","3_sec_thirdparty_soap","3_prefer","4_tempted","4_trustworthy","4_missed"
"2020/12/19 1:36:09 PM MEZ","Female","18 to 24","More than 20 hours","Once a week","PayPal;Invoice","4","5","3","4","2","No","No","Only, if the website looks trustworthy to me","Shipping and payment;Right of withdrawal","2","Leave","Leave","Leave","Stay","Not noticed","1","Leave","Leave","Not noticed","Stay","Leave","2","2","2","1","2","4","1","2","1","2","3","2","2","Low influence","Low influence","Low influence","High influence","Not noticed","1","Low influence","Low influence","High influence","High influence","Low influence","2","Product pictures","None of them look trustworthy","PayPal"
"2020/12/19 1:40:00 PM MEZ","Male","45 to 54","Less than 10 hours","Less than once a month","PayPal","4","5","2","4","5","Sometimes","No","No","Data protection;Terms and conditions","5","Stay","Leave","Leave","Stay","Not noticed","2","Leave","Leave","Not noticed","Not noticed","Leave","1","1","2","2","2","3","1","1","1","2","1","1","1","Low influence","No influence","No influence","Low influence","Low influence","3","Low influence","No influence","Low influence","No influence","Low influence","1","Trusted shops seal;HTTPS Connection - SSL certified;Website design;Grammar & spelling;Customer reviews","Only the chocolate shop",""
"2020/12/19 2:19:01 PM MEZ","Female","18 to 24","Less than 20 hours","Once in two weeks","PayPal","4","5","3","4","3","No","No","Yes","Terms and conditions;Shipping and payment;Right of withdrawal","3","Stay","Leave","Leave","Stay","Leave","1","Leave","Leave","Leave","Stay","Leave","2","1","3","4","4","4","1","3","4","4","4","1","1","Not noticed","No influence","High influence","High influence","Not noticed","1","No influence","No influence","High influence","High influence","Not noticed","1","Product pictures;Product description","None of them look trustworthy",""
"2020/12/19 2:21:05 PM MEZ","Male","18 to 24","Less than an hour","Less than once a month","Credit Card;Apple Pay;PayPal;Advance payment","3","5","2","5","5","No","No","Only, if the website looks trustworthy to me","Data protection;Imprint;Terms and conditions;Shipping and payment;Right of withdrawal","1","Stay","Leave","Not noticed","Stay","Not noticed","1","Leave","Leave","Leave","Stay","Stay","2","1","2","1","4","3","1","2","1","3","2","2","2","Low influence","High influence","Low influence","High influence","Not noticed","2","Low influence","High influence","Low influence","Low influence","Low influence","3","General Data Protection Regulation;Website design;Grammar & spelling;The requested personal data;Customer reviews;Product description","None of them look trustworthy",""
"2020/12/19 2:27:51 PM MEZ","Female","45 to 54","Less than 5 hours","Once a week","PayPal","4","5","3","4","5","No","No","No","Data protection;Shipping and payment;Right of withdrawal;Cookie information","4","Stay","Not noticed","Not noticed","Stay","Not noticed","2","Leave","Not noticed","Leave","Leave","Leave","2","4","5","4","5","4","2","4","2","4","2","2","3","High influence","High influence","No influence","No influence","No influence","3","High influence","High influence","No influence","No influence","High influence","2","Trusted shops seal;Contact information;Right of withdrawal;General Data Protection Regulation;Website design;Grammar & spelling;The requested personal data;Customer reviews;Product pictures;Product description","Only the chocolate shop",""
"2020/12/19 3:30:48 PM MEZ","Female","25 to 34","Less than an hour","Once in two weeks","PayPal;Instant bank transfer","5","5","3","4","5","Sometimes","Sometimes","Only, if the website looks trustworthy to me","Data protection;Imprint;Terms and conditions;Shipping and payment;Right of withdrawal;Cookie information","3","Stay","Leave","Leave","Stay","Leave","2","Leave","Leave","Leave","Leave","Leave","2","5","5","5","5","5","2","2","2","2","2","2","3","High influence","High influence","High influence","High influence","High influence","1","No influence","No influence","No influence","No influence","No influence","2","Trusted shops seal;Contact information;Right of withdrawal;General Data Protection Regulation;Cookie Banner;HTTPS Connection - SSL certified;ReCaptcha authentication;Website design;Grammar & spelling;The requested personal data;Customer reviews;Product pictures;Product description","None of them look trustworthy",""
"2020/12/19 3:36:39 PM MEZ","Male","34 to 44","Less than 5 hours","Less than once a month","PayPal;Instant bank transfer","2","3","2","4","3","No","No","Yes","Shipping and payment","4","Stay","Not noticed","Stay","Stay","Not noticed","3","Leave","Not noticed","Stay","Stay","Leave","3","1","1","4","1","4","1","1","1","1","2","1","4","No influence","Low influence","Low influence","Low influence","High influence","2","Low influence","Low influence","High influence","Low influence","High influence","1","Contact information;Website design;Product pictures","Both look trustworthy",""
"2020/12/19 3:41:01 PM MEZ","Male","18 to 24","More than 20 hours","Less than once a month","PayPal","5","5","3","3","5","No","No","Only, if the website looks trustworthy to me","Data protection;Terms and conditions;Shipping and payment;Right of withdrawal","4","Stay","Stay","Stay","Stay","Stay","4","Stay","Leave","Stay","Stay","Leave","1","3","4","4","5","2","3","4","3","5","2","1","2","Low influence","Low influence","No influence","Low influence","Low influence","2","Low influence","Low influence","No influence","Low influence","Low influence","1","Right of withdrawal;General Data Protection Regulation;HTTPS Connection - SSL certified;Customer reviews","None of them look trustworthy",""
"2020/12/19 3:51:40 PM MEZ","Male","18 to 24","More than 20 hours","Once a month","Credit Card;PayPal;Google Pay","4","5","5","3","2","Sometimes","Sometimes","Only, if the website looks trustworthy to me","Imprint;Shipping and payment;Right of withdrawal","5","Stay","Stay","Stay","Leave","Not noticed","1","Leave","Leave","Leave","Leave","Leave","1","3","4","5","4","3","2","4","3","5","4","1","1","Low influence","High influence","No influence","No influence","Low influence","1","Low influence","High influence","High influence","No influence","No influence","3","Trusted shops seal;Right of withdrawal;General Data Protection Regulation;Cookie Banner;HTTPS Connection - SSL certified;Website design;Grammar & spelling;Product pictures;Product description","None of them look trustworthy","HTTPS across all sites, input validation which shows that the people have developed a website before."
"2020/12/19 4:38:51 PM MEZ","Female","18 to 24","Less than 5 hours","Once a month","PayPal;Invoice","3","5","3","4","5","Sometimes","No","Only, if the website looks trustworthy to me","Data protection;Shipping and payment","2","Stay","Leave","Not noticed","Stay","Not noticed","1","Leave","Leave","Leave","Leave","Leave","1","5","4","5","5","5","4","5","3","5","4","1","3","High influence","High influence","No influence","Low influence","Low influence","1","Low influence","High influence","Low influence","High influence","High influence","1","Trusted shops seal;Contact information;General Data Protection Regulation;HTTPS Connection - SSL certified;Grammar & spelling;Customer reviews","Only the chocolate shop",""
"2020/12/19 4:43:54 PM MEZ","Male","18 to 24","Less than 5 hours","Less than once a month","PayPal","1","5","5","4","3","No","No","No","Data protection;Shipping and payment;Right of withdrawal","1","Stay","Stay","Stay","Stay","Not noticed","1","Stay","Leave","Leave","Stay","Not noticed","1","5","1","5","2","4","5","1","4","3","4","1","1","No influence","High influence","High influence","High influence","No influence","1","No influence","High influence","High influence","High influence","No influence","3","Right of withdrawal;General Data Protection Regulation;HTTPS Connection - SSL certified;Grammar & spelling;Product pictures;Product description","None of them look trustworthy",""
"2020/12/19 4:44:30 PM MEZ","Male","55 or older","Less than 5 hours","Once a month","Credit Card;PayPal;Invoice","5","5","4","5","4","Sometimes","Sometimes","Only, if the website looks trustworthy to me","Terms and conditions;Shipping and payment;Right of withdrawal","2","Stay","Leave","Leave","Stay","Leave","1","Leave","Leave","Leave","Leave","Leave","2","5","5","4","5","5","5","5","4","5","5","1","1","High influence","High influence","Low influence","High influence","Low influence","1","High influence","High influence","High influence","High influence","High influence","1","HTTPS Connection - SSL certified;The requested personal data","None of them look trustworthy","No https when asking for Credit Card details "
"2020/12/19 6:00:41 PM MEZ","Male","55 or older","Less than 10 hours","Once in two weeks","PayPal","2","3","3","5","4","Sometimes","Yes","Only, if the website looks trustworthy to me","Data protection;Terms and conditions;Shipping and payment","5","Stay","Stay","Stay","Stay","Stay","5","Stay","Stay","Stay","Stay","Stay","3","1","1","1","1","1","1","1","1","1","1","3","3","High influence","High influence","High influence","High influence","High influence","3","High influence","High influence","High influence","High influence","High influence","3","Trusted shops seal;Contact information;Right of withdrawal","Both look trustworthy",""
"2020/12/19 6:21:12 PM MEZ","Female","18 to 24","Less than 5 hours","Once a month","Credit Card","5","5","3","5","5","Sometimes","No","No","Terms and conditions;Shipping and payment;Right of withdrawal","3","Leave","Stay","Leave","Stay","Leave","1","Leave","Leave","Leave","Stay","Leave","1","5","4","4","5","5","1","1","1","5","5","1","3","No influence","Not noticed","High influence","High influence","Not noticed","1","No influence","High influence","High influence","Not noticed","High influence","1","Right of withdrawal;Website design;The requested personal data;Customer reviews;Product pictures;Product description","Only the chocolate shop","a list of the products im going to order"
"2020/12/19 6:38:29 PM MEZ","Female","25 to 34","Less than 5 hours","Once in two weeks","PayPal","3","3","3","3","3","No","No","Only, if the website looks trustworthy to me","Shipping and payment","2","Stay","Stay","Not noticed","Not noticed","Stay","1","Leave","Stay","Not noticed","Stay","Not noticed","1","3","3","3","3","3","3","3","3","3","3","1","4","No influence","No influence","High influence","No influence","No influence","3","No influence","No influence","No influence","No influence","No influence","3","Trusted shops seal;Contact information;Website design","Both look trustworthy",""
"2020/12/19 8:24:57 PM MEZ","Female","45 to 54","Less than 5 hours","Less than once a month","Credit Card","3","5","3","4","5","Sometimes","Sometimes","Only, if the website looks trustworthy to me","Data protection;Terms and conditions;Shipping and payment;Right of withdrawal","4","Stay","Stay","Stay","Stay","Stay","4","Stay","Leave","Leave","Leave","Leave","3","3","3","5","3","3","3","3","5","3","3","3","3","Low influence","Low influence","Low influence","Low influence","Low influence","3","Low influence","Low influence","Low influence","Low influence","Low influence","3","Trusted shops seal;Contact information;Right of withdrawal;General Data Protection Regulation;HTTPS Connection - SSL certified;Grammar & spelling;Product pictures","Both look trustworthy",""
"2020/12/20 6:54:00 AM MEZ","Male","18 to 24","More than 20 hours","Less than once a month","PayPal","5","5","3","3","5","No","No","Only, if the website looks trustworthy to me","Data protection;Terms and conditions;Shipping and payment;Right of withdrawal","4","Stay","Stay","Stay","Stay","Stay","4","Stay","Leave","Stay","Stay","Leave","1","3","4","4","5","2","3","4","3","5","2","1","2","Low influence","Low influence","No influence","Low influence","Low influence","2","Low influence","Low influence","No influence","Low influence","Low influence","1","Right of withdrawal;General Data Protection Regulation;HTTPS Connection - SSL certified;Customer reviews","None of them look trustworthy",""
"2020/12/20 8:53:02 AM MEZ","Male","45 to 54","Less than 5 hours","Everyday","Credit Card;PayPal;Invoice","5","4","3","4","4","No","No","Yes","Shipping and payment","2","Stay","Leave","Not noticed","Not noticed","Leave","1","Leave","Leave","Leave","Leave","Leave","1","3","4","4","4","5","2","2","2","3","3","2","2","Low influence","High influence","Low influence","High influence","Low influence","2","Low influence","High influence","High influence","High influence","Low influence","1","Trusted shops seal;Contact information;HTTPS Connection - SSL certified;Grammar & spelling;The requested personal data;Customer reviews","Only the chocolate shop",""
"2020/12/20 9:40:58 AM MEZ","Female","34 to 44","Less than 10 hours","Once in two weeks","PayPal","4","5","4","3","3","No","No","Yes","Terms and conditions;Shipping and payment","4","Stay","Stay","Stay","Stay","Stay","1","Leave","Leave","Leave","Leave","Leave","1","4","4","3","4","4","2","2","2","2","1","1","4","High influence","Low influence","Low influence","High influence","Not noticed","2","Low influence","Low influence","Low influence","Low influence","Low influence","1","Trusted shops seal;Contact information;Customer reviews;Product pictures;Product description","Only the chocolate shop",""
"2020/12/20 9:57:15 AM MEZ","Male","55 or older","Less than 20 hours","Once a week","PayPal","4","2","2","2","3","No","No","Yes","Right of withdrawal","4","Not noticed","Stay","Stay","Stay","Leave","3","Leave","Leave","Leave","Leave","Leave","1","1","2","2","2","1","2","2","2","2","2","1","2","Low influence","Low influence","Low influence","High influence","Low influence","3","Low influence","Low influence","Low influence","Low influence","Low influence","5","Trusted shops seal;Contact information","Both look trustworthy",""
"2020/12/20 9:57:23 AM MEZ","Female","34 to 44","Less than 10 hours","Once in two weeks","PayPal","4","5","4","3","3","No","No","Yes","Terms and conditions;Shipping and payment","4","Stay","Stay","Stay","Stay","Stay","1","Leave","Leave","Leave","Leave","Leave","1","4","4","3","4","4","2","2","2","2","1","1","4","High influence","Low influence","Low influence","High influence","Not noticed","2","Low influence","Low influence","Low influence","Low influence","Low influence","1","Trusted shops seal;Contact information;Customer reviews;Product pictures;Product description","Only the chocolate shop",""
"2020/12/20 10:32:13 AM MEZ","Male","55 or older","Less than 10 hours","Once in two weeks","Credit Card;Instant bank transfer","3","5","4","4","4","Sometimes","Sometimes","Only, if the website looks trustworthy to me","Data protection;Shipping and payment","3","Stay","Stay","Leave","Stay","Stay","2","Leave","Leave","Leave","Leave","Leave","2","3","4","4","4","3","2","2","4","2","3","1","2","High influence","High influence","Low influence","High influence","Low influence","2","High influence","High influence","High influence","Low influence","Low influence","2","HTTPS Connection - SSL certified;Website design","None of them look trustworthy",""
"2020/12/20 6:08:02 PM MEZ","Male","18 to 24","More than 20 hours","Less than once a month","PayPal","4","4","3","4","4","No","No","Only, if the website looks trustworthy to me","Data protection;Shipping and payment;Right of withdrawal","4","Stay","Stay","Stay","Stay","Stay","1","Leave","Leave","Leave","Leave","Leave","1","2","4","4","4","3","2","3","4","2","5","1","4","Low influence","High influence","Low influence","High influence","No influence","1","Low influence","High influence","High influence","High influence","No influence","1","Contact information;Right of withdrawal;General Data Protection Regulation;HTTPS Connection - SSL certified;ReCaptcha authentication;Website design;The requested personal data;Customer reviews;Product pictures","Only the soap shop",""
"2020/12/20 8:53:49 PM MEZ","Female","45 to 54","Less than 20 hours","Once a week","Credit Card;PayPal;Invoice","2","5","3","4","4","Sometimes","Sometimes","Yes","Data protection;Imprint;Terms and conditions;Right of withdrawal","1","Stay","Leave","Stay","Stay","Not noticed","1","Leave","Leave","Leave","Stay","Leave","1","5","3","5","3","4","5","3","5","4","4","1","1","No influence","High influence","Low influence","High influence","Low influence","1","Low influence","High influence","High influence","High influence","Low influence","1","Trusted shops seal;Contact information;Right of withdrawal;General Data Protection Regulation;HTTPS Connection - SSL certified;Website design;Grammar & spelling;The requested personal data;Customer reviews;Product pictures;Product description","None of them look trustworthy","Imprint, secure connection"
"2020/12/21 7:41:20 AM MEZ","Female","45 to 54","Less than 20 hours","Once a week","Credit Card;PayPal;Invoice","2","5","3","4","4","Sometimes","Sometimes","Yes","Data protection;Imprint;Terms and conditions;Right of withdrawal","1","Stay","Leave","Stay","Stay","Not noticed","1","Leave","Leave","Leave","Stay","Leave","1","5","3","5","3","4","5","3","5","4","4","1","1","No influence","High influence","Low influence","High influence","Low influence","1","Low influence","High influence","High influence","High influence","Low influence","1","Trusted shops seal;Contact information;Right of withdrawal;General Data Protection Regulation;HTTPS Connection - SSL certified;Website design;Grammar & spelling;The requested personal data;Customer reviews;Product pictures;Product description","None of them look trustworthy","Imprint, secure connection"
"2020/12/21 8:35:57 PM MEZ","Female","25 to 34","More than 20 hours","Less than once a month","PayPal","4","4","3","4","2","No","No","Only, if the website looks trustworthy to me","Shipping and payment;Right of withdrawal;Cookie information","2","Stay","Stay","Leave","Stay","Leave","1","Leave","Leave","Leave","Stay","Leave","1","4","4","5","4","4","4","4","4","4","4","1","3","High influence","High influence","High influence","High influence","High influence","1","High influence","High influence","High influence","High influence","High influence","1","Right of withdrawal;HTTPS Connection - SSL certified;Website design;Grammar & spelling;Customer reviews;Product pictures;Product description","None of them look trustworthy","I usually pay only with PayPal in online shops. The soap shop had advertisements on the payment page which should look more clean to me. There were a lot of spelling mistakes and the soap shop seemed unfinished or not cared of. Why do you need to have the phone number? "
"2020/12/23 1:33:40 PM MEZ","Female","55 or older","Less than 5 hours","Once a month","PayPal","5","5","2","3","5","Sometimes","No","Only if relatives Sound reassure me That this Website looks trustworthy","Data protection;Terms and conditions;Shipping and payment;Right of withdrawal","4","Not noticed","Stay","Not noticed","Stay","Not noticed","3","Leave","Leave","Not noticed","Stay","Leave","2","4","4","5","3","3","4","5","5","3","4","2","4","High influence","No influence","Low influence","High influence","Not noticed","1","High influence","High influence","High influence","High influence","High influence","1","Customer reviews;Product pictures;Product description","Only the chocolate shop","Information about the Produkts i purchased (amount, Type)"
"2020/12/23 2:51:37 PM MEZ","Female","55 or older","Less than 5 hours","Once a month","PayPal","5","5","2","3","5","Sometimes","No","Only if relatives Sound reassure me That this Website looks trustworthy","Data protection;Terms and conditions;Shipping and payment;Right of withdrawal","4","Not noticed","Stay","Not noticed","Stay","Not noticed","3","Leave","Leave","Not noticed","Stay","Leave","2","4","4","5","3","3","4","5","5","3","4","2","4","High influence","No influence","Low influence","High influence","Not noticed","1","High influence","High influence","High influence","High influence","High influence","1","Customer reviews;Product pictures;Product description","Only the chocolate shop","Information about the Produkts i purchased (amount, Type)"
